movieId,RUNTIME (MINUTES),RUNTIME (SECONDS), NUMBER OF CHUNKS,VIDEO SIZE FOR 360p (GB),VIDEO SIZE FOR 480p (GB),VIDEO SIZE FOR 720p (GB),VIDEO SIZE FOR 1080p (GB)
7124,80,4800,1200,0.9,2.4,4.5,7.2
7125,110,6600,1650,1.2375,3.3,6.1875,9.9
7127,91,5460,1365,1.02375,2.73,5.11875,8.19
7132,96,5760,1440,1.08,2.88,5.4,8.64
7134,104,6240,1560,1.17,3.12,5.85,9.36
7137,101,6060,1515,1.13625,3.03,5.68125,9.09
7139,105,6300,1575,1.18125,3.15,5.90625,9.45
7141,83,4980,1245,0.93375,2.49,4.66875,7.47
7142,94,5640,1410,1.0575,2.82,5.2875,8.46
7150,119,7140,1785,1.33875,3.57,6.69375,10.71
7151,101,6060,1515,1.13625,3.03,5.68125,9.09
7154,117,7020,1755,1.31625,3.51,6.58125,10.53
7155,108,6480,1620,1.215,3.24,6.075,9.72
7156,107,6420,1605,1.20375,3.21,6.01875,9.63
7160,110,6600,1650,1.2375,3.3,6.1875,9.9
7161,98,5880,1470,1.1025,2.94,5.5125,8.82
7163,119,7140,1785,1.33875,3.57,6.69375,10.71
7164,113,6780,1695,1.27125,3.39,6.35625,10.17
7165,112,6720,1680,1.26,3.36,6.3,10.08
7167,110,6600,1650,1.2375,3.3,6.1875,9.9
7169,111,6660,1665,1.24875,3.33,6.24375,9.99
7171,89,5340,1335,1.00125,2.67,5.00625,8.01
7173,90,5400,1350,1.0125,2.7,5.0625,8.1
7175,84,5040,1260,0.945,2.52,4.725,7.56
7176,95,5700,1425,1.06875,2.85,5.34375,8.55
7177,83,4980,1245,0.93375,2.49,4.66875,7.47
7179,105,6300,1575,1.18125,3.15,5.90625,9.45
7184,110,6600,1650,1.2375,3.3,6.1875,9.9
7190,110,6600,1650,1.2375,3.3,6.1875,9.9
7191,78,4680,1170,0.8775,2.34,4.3875,7.02
7192,99,5940,1485,1.11375,2.97,5.56875,8.91
7193,104,6240,1560,1.17,3.12,5.85,9.36
7202,95,5700,1425,1.06875,2.85,5.34375,8.55
7205,119,7140,1785,1.33875,3.57,6.69375,10.71
7206,118,7080,1770,1.3275,3.54,6.6375,10.62
7208,113,6780,1695,1.27125,3.39,6.35625,10.17
7209,87,5220,1305,0.97875,2.61,4.89375,7.83
7211,110,6600,1650,1.2375,3.3,6.1875,9.9
7212,105,6300,1575,1.18125,3.15,5.90625,9.45
7215,100,6000,1500,1.125,3,5.625,9
7216,100,6000,1500,1.125,3,5.625,9
7217,106,6360,1590,1.1925,3.18,5.9625,9.54
7218,76,4560,1140,0.855,2.28,4.275,6.84
7219,95,5700,1425,1.06875,2.85,5.34375,8.55
7222,66,3960,990,0.7425,1.98,3.7125,5.94
7223,83,4980,1245,0.93375,2.49,4.66875,7.47
7225,86,5160,1290,0.9675,2.58,4.8375,7.74
7228,102,6120,1530,1.1475,3.06,5.7375,9.18
7234,115,6900,1725,1.29375,3.45,6.46875,10.35
7236,91,5460,1365,1.02375,2.73,5.11875,8.19
7238,103,6180,1545,1.15875,3.09,5.79375,9.27
7245,75,4500,1125,0.84375,2.25,4.21875,6.75
7251,105,6300,1575,1.18125,3.15,5.90625,9.45
7254,113,6780,1695,1.27125,3.39,6.35625,10.17
7255,95,5700,1425,1.06875,2.85,5.34375,8.55
7256,106,6360,1590,1.1925,3.18,5.9625,9.54
7257,88,5280,1320,0.99,2.64,4.95,7.92
7258,93,5580,1395,1.04625,2.79,5.23125,8.37
7259,95,5700,1425,1.06875,2.85,5.34375,8.55
7260,108,6480,1620,1.215,3.24,6.075,9.72
7261,106,6360,1590,1.1925,3.18,5.9625,9.54
7262,92,5520,1380,1.035,2.76,5.175,8.28
7264,97,5820,1455,1.09125,2.91,5.45625,8.73
7265,112,6720,1680,1.26,3.36,6.3,10.08
7266,90,5400,1350,1.0125,2.7,5.0625,8.1
7282,85,5100,1275,0.95625,2.55,4.78125,7.65
7285,100,6000,1500,1.125,3,5.625,9
7292,94,5640,1410,1.0575,2.82,5.2875,8.46
7293,99,5940,1485,1.11375,2.97,5.56875,8.91
7294,110,6600,1650,1.2375,3.3,6.1875,9.9
7297,95,5700,1425,1.06875,2.85,5.34375,8.55
7299,91,5460,1365,1.02375,2.73,5.11875,8.19
7301,115,6900,1725,1.29375,3.45,6.46875,10.35
7304,85,5100,1275,0.95625,2.55,4.78125,7.65
7305,102,6120,1530,1.1475,3.06,5.7375,9.18
7306,120,7200,1800,1.35,3.6,6.75,10.8
7308,100,6000,1500,1.125,3,5.625,9
7310,106,6360,1590,1.1925,3.18,5.9625,9.54
7311,114,6840,1710,1.2825,3.42,6.4125,10.26
7315,106,6360,1590,1.1925,3.18,5.9625,9.54
7316,89,5340,1335,1.00125,2.67,5.00625,8.01
7317,93,5580,1395,1.04625,2.79,5.23125,8.37
7319,104,6240,1560,1.17,3.12,5.85,9.36
7320,86,5160,1290,0.9675,2.58,4.8375,7.74
7321,97,5820,1455,1.09125,2.91,5.45625,8.73
7325,101,6060,1515,1.13625,3.03,5.68125,9.09
7326,112,6720,1680,1.26,3.36,6.3,10.08
7327,84,5040,1260,0.945,2.52,4.725,7.56
7328,101,6060,1515,1.13625,3.03,5.68125,9.09
7333,92,5520,1380,1.035,2.76,5.175,8.28
7335,80,4800,1200,0.9,2.4,4.5,7.2
7340,100,6000,1500,1.125,3,5.625,9
7344,94,5640,1410,1.0575,2.82,5.2875,8.46
7345,100,6000,1500,1.125,3,5.625,9
7346,110,6600,1650,1.2375,3.3,6.1875,9.9
7347,96,5760,1440,1.08,2.88,5.4,8.64
7348,102,6120,1530,1.1475,3.06,5.7375,9.18
7349,87,5220,1305,0.97875,2.61,4.89375,7.83
7352,111,6660,1665,1.24875,3.33,6.24375,9.99
7354,96,5760,1440,1.08,2.88,5.4,8.64
7360,101,6060,1515,1.13625,3.03,5.68125,9.09
7361,108,6480,1620,1.215,3.24,6.075,9.72
7362,103,6180,1545,1.15875,3.09,5.79375,9.27
7364,105,6300,1575,1.18125,3.15,5.90625,9.45
7366,102,6120,1530,1.1475,3.06,5.7375,9.18
7367,104,6240,1560,1.17,3.12,5.85,9.36
7368,88,5280,1320,0.99,2.64,4.95,7.92
7369,93,5580,1395,1.04625,2.79,5.23125,8.37
7372,110,6600,1650,1.2375,3.3,6.1875,9.9
7375,111,6660,1665,1.24875,3.33,6.24375,9.99
7376,86,5160,1290,0.9675,2.58,4.8375,7.74
7377,108,6480,1620,1.215,3.24,6.075,9.72
7380,96,5760,1440,1.08,2.88,5.4,8.64
7381,98,5880,1470,1.1025,2.94,5.5125,8.82
7382,108,6480,1620,1.215,3.24,6.075,9.72
7390,104,6240,1560,1.17,3.12,5.85,9.36
7395,85,5100,1275,0.95625,2.55,4.78125,7.65
7411,87,5220,1305,0.97875,2.61,4.89375,7.83
7414,97,5820,1455,1.09125,2.91,5.45625,8.73
7419,97,5820,1455,1.09125,2.91,5.45625,8.73
7440,82,4920,1230,0.9225,2.46,4.6125,7.38
7443,89,5340,1335,1.00125,2.67,5.00625,8.01
7444,98,5880,1470,1.1025,2.94,5.5125,8.82
7448,99,5940,1485,1.11375,2.97,5.56875,8.91
7449,102,6120,1530,1.1475,3.06,5.7375,9.18
7450,90,5400,1350,1.0125,2.7,5.0625,8.1
7451,97,5820,1455,1.09125,2.91,5.45625,8.73
7455,94,5640,1410,1.0575,2.82,5.2875,8.46
7457,85,5100,1275,0.95625,2.55,4.78125,7.65
7460,96,5760,1440,1.08,2.88,5.4,8.64
7477,96,5760,1440,1.08,2.88,5.4,8.64
7479,114,6840,1710,1.2825,3.42,6.4125,10.26
7481,108,6480,1620,1.215,3.24,6.075,9.72
7482,102,6120,1530,1.1475,3.06,5.7375,9.18
7486,96,5760,1440,1.08,2.88,5.4,8.64
7492,95,5700,1425,1.06875,2.85,5.34375,8.55
7493,91,5460,1365,1.02375,2.73,5.11875,8.19
7541,94,5640,1410,1.0575,2.82,5.2875,8.46
7560,112,6720,1680,1.26,3.36,6.3,10.08
7561,92,5520,1380,1.035,2.76,5.175,8.28
7562,103,6180,1545,1.15875,3.09,5.79375,9.27
7569,117,7020,1755,1.31625,3.51,6.58125,10.53
7572,99,5940,1485,1.11375,2.97,5.56875,8.91
7579,118,7080,1770,1.3275,3.54,6.6375,10.62
7581,114,6840,1710,1.2825,3.42,6.4125,10.26
7584,114,6840,1710,1.2825,3.42,6.4125,10.26
7587,105,6300,1575,1.18125,3.15,5.90625,9.45
7615,91,5460,1365,1.02375,2.73,5.11875,8.19
7616,114,6840,1710,1.2825,3.42,6.4125,10.26
7619,106,6360,1590,1.1925,3.18,5.9625,9.54
7620,87,5220,1305,0.97875,2.61,4.89375,7.83
7624,106,6360,1590,1.1925,3.18,5.9625,9.54
7636,92,5520,1380,1.035,2.76,5.175,8.28
7647,101,6060,1515,1.13625,3.03,5.68125,9.09
7649,94,5640,1410,1.0575,2.82,5.2875,8.46
7650,87,5220,1305,0.97875,2.61,4.89375,7.83
7657,119,7140,1785,1.33875,3.57,6.69375,10.71
7701,81,4860,1215,0.91125,2.43,4.55625,7.29
7705,95,5700,1425,1.06875,2.85,5.34375,8.55
7706,97,5820,1455,1.09125,2.91,5.45625,8.73
7707,115,6900,1725,1.29375,3.45,6.46875,10.35
7708,103,6180,1545,1.15875,3.09,5.79375,9.27
7713,73,4380,1095,0.82125,2.19,4.10625,6.57
7716,90,5400,1350,1.0125,2.7,5.0625,8.1
7720,108,6480,1620,1.215,3.24,6.075,9.72
7727,96,5760,1440,1.08,2.88,5.4,8.64
7728,113,6780,1695,1.27125,3.39,6.35625,10.17
7730,99,5940,1485,1.11375,2.97,5.56875,8.91
7742,82,4920,1230,0.9225,2.46,4.6125,7.38
7743,109,6540,1635,1.22625,3.27,6.13125,9.81
7745,104,6240,1560,1.17,3.12,5.85,9.36
7748,110,6600,1650,1.2375,3.3,6.1875,9.9
7749,104,6240,1560,1.17,3.12,5.85,9.36
7753,89,5340,1335,1.00125,2.67,5.00625,8.01
7756,109,6540,1635,1.22625,3.27,6.13125,9.81
7757,104,6240,1560,1.17,3.12,5.85,9.36
7766,108,6480,1620,1.215,3.24,6.075,9.72
7772,116,6960,1740,1.305,3.48,6.525,10.44
7773,87,5220,1305,0.97875,2.61,4.89375,7.83
7781,93,5580,1395,1.04625,2.79,5.23125,8.37
7782,98,5880,1470,1.1025,2.94,5.5125,8.82
7786,87,5220,1305,0.97875,2.61,4.89375,7.83
7792,102,6120,1530,1.1475,3.06,5.7375,9.18
7802,93,5580,1395,1.04625,2.79,5.23125,8.37
7810,94,5640,1410,1.0575,2.82,5.2875,8.46
7811,94,5640,1410,1.0575,2.82,5.2875,8.46
7812,94,5640,1410,1.0575,2.82,5.2875,8.46
7815,89,5340,1335,1.00125,2.67,5.00625,8.01
7820,90,5400,1350,1.0125,2.7,5.0625,8.1
7822,115,6900,1725,1.29375,3.45,6.46875,10.35
7826,110,6600,1650,1.2375,3.3,6.1875,9.9
7831,103,6180,1545,1.15875,3.09,5.79375,9.27
7832,101,6060,1515,1.13625,3.03,5.68125,9.09
7833,97,5820,1455,1.09125,2.91,5.45625,8.73
7834,112,6720,1680,1.26,3.36,6.3,10.08
7835,86,5160,1290,0.9675,2.58,4.8375,7.74
7839,99,5940,1485,1.11375,2.97,5.56875,8.91
7840,117,7020,1755,1.31625,3.51,6.58125,10.53
7843,93,5580,1395,1.04625,2.79,5.23125,8.37
7844,106,6360,1590,1.1925,3.18,5.9625,9.54
7845,100,6000,1500,1.125,3,5.625,9
7846,104,6240,1560,1.17,3.12,5.85,9.36
7879,95,5700,1425,1.06875,2.85,5.34375,8.55
7882,91,5460,1365,1.02375,2.73,5.11875,8.19
7883,69,4140,1035,0.77625,2.07,3.88125,6.21
7884,103,6180,1545,1.15875,3.09,5.79375,9.27
7889,106,6360,1590,1.1925,3.18,5.9625,9.54
7891,86,5160,1290,0.9675,2.58,4.8375,7.74
7895,113,6780,1695,1.27125,3.39,6.35625,10.17
7896,94,5640,1410,1.0575,2.82,5.2875,8.46
7899,93,5580,1395,1.04625,2.79,5.23125,8.37
7900,98,5880,1470,1.1025,2.94,5.5125,8.82
7916,95,5700,1425,1.06875,2.85,5.34375,8.55
7920,90,5400,1350,1.0125,2.7,5.0625,8.1
7930,102,6120,1530,1.1475,3.06,5.7375,9.18
7932,82,4920,1230,0.9225,2.46,4.6125,7.38
7934,79,4740,1185,0.88875,2.37,4.44375,7.11
7936,103,6180,1545,1.15875,3.09,5.79375,9.27
7937,95,5700,1425,1.06875,2.85,5.34375,8.55
7938,80,4800,1200,0.9,2.4,4.5,7.2
7939,91,5460,1365,1.02375,2.73,5.11875,8.19
7940,101,6060,1515,1.13625,3.03,5.68125,9.09
7943,105,6300,1575,1.18125,3.15,5.90625,9.45
7944,118,7080,1770,1.3275,3.54,6.6375,10.62
7951,102,6120,1530,1.1475,3.06,5.7375,9.18
7976,97,5820,1455,1.09125,2.91,5.45625,8.73
7979,80,4800,1200,0.9,2.4,4.5,7.2
7981,101,6060,1515,1.13625,3.03,5.68125,9.09
7982,115,6900,1725,1.29375,3.45,6.46875,10.35
7983,84,5040,1260,0.945,2.52,4.725,7.56
7984,85,5100,1275,0.95625,2.55,4.78125,7.65
7986,85,5100,1275,0.95625,2.55,4.78125,7.65
7987,77,4620,1155,0.86625,2.31,4.33125,6.93
7988,95,5700,1425,1.06875,2.85,5.34375,8.55
7991,80,4800,1200,0.9,2.4,4.5,7.2
7993,66,3960,990,0.7425,1.98,3.7125,5.94
8008,108,6480,1620,1.215,3.24,6.075,9.72
8011,92,5520,1380,1.035,2.76,5.175,8.28
8012,117,7020,1755,1.31625,3.51,6.58125,10.53
8014,103,6180,1545,1.15875,3.09,5.79375,9.27
8015,90,5400,1350,1.0125,2.7,5.0625,8.1
8019,101,6060,1515,1.13625,3.03,5.68125,9.09
8024,116,6960,1740,1.305,3.48,6.525,10.44
8025,96,5760,1440,1.08,2.88,5.4,8.64
8035,120,7200,1800,1.35,3.6,6.75,10.8
8042,112,6720,1680,1.26,3.36,6.3,10.08
8043,99,5940,1485,1.11375,2.97,5.56875,8.91
8044,92,5520,1380,1.035,2.76,5.175,8.28
8045,112,6720,1680,1.26,3.36,6.3,10.08
8057,120,7200,1800,1.35,3.6,6.75,10.8
8092,82,4920,1230,0.9225,2.46,4.6125,7.38
8094,81,4860,1215,0.91125,2.43,4.55625,7.29
8117,91,5460,1365,1.02375,2.73,5.11875,8.19
8118,111,6660,1665,1.24875,3.33,6.24375,9.99
8119,99,5940,1485,1.11375,2.97,5.56875,8.91
8121,108,6480,1620,1.215,3.24,6.075,9.72
8125,94,5640,1410,1.0575,2.82,5.2875,8.46
8126,101,6060,1515,1.13625,3.03,5.68125,9.09
8128,105,6300,1575,1.18125,3.15,5.90625,9.45
8131,93,5580,1395,1.04625,2.79,5.23125,8.37
8132,101,6060,1515,1.13625,3.03,5.68125,9.09
8136,72,4320,1080,0.81,2.16,4.05,6.48
8137,61,3660,915,0.68625,1.83,3.43125,5.49
8138,62,3720,930,0.6975,1.86,3.4875,5.58
8142,105,6300,1575,1.18125,3.15,5.90625,9.45
8143,116,6960,1740,1.305,3.48,6.525,10.44
8147,103,6180,1545,1.15875,3.09,5.79375,9.27
8157,102,6120,1530,1.1475,3.06,5.7375,9.18
8158,120,7200,1800,1.35,3.6,6.75,10.8
8167,119,7140,1785,1.33875,3.57,6.69375,10.71
8169,106,6360,1590,1.1925,3.18,5.9625,9.54
8183,110,6600,1650,1.2375,3.3,6.1875,9.9
8189,93,5580,1395,1.04625,2.79,5.23125,8.37
8190,115,6900,1725,1.29375,3.45,6.46875,10.35
8196,109,6540,1635,1.22625,3.27,6.13125,9.81
8197,92,5520,1380,1.035,2.76,5.175,8.28
8199,96,5760,1440,1.08,2.88,5.4,8.64
8225,88,5280,1320,0.99,2.64,4.95,7.92
8228,80,4800,1200,0.9,2.4,4.5,7.2
8232,99,5940,1485,1.11375,2.97,5.56875,8.91
8235,74,4440,1110,0.8325,2.22,4.1625,6.66
8236,100,6000,1500,1.125,3,5.625,9
8238,110,6600,1650,1.2375,3.3,6.1875,9.9
8239,90,5400,1350,1.0125,2.7,5.0625,8.1
8241,106,6360,1590,1.1925,3.18,5.9625,9.54
8253,102,6120,1530,1.1475,3.06,5.7375,9.18
8264,95,5700,1425,1.06875,2.85,5.34375,8.55
8266,111,6660,1665,1.24875,3.33,6.24375,9.99
8268,108,6480,1620,1.215,3.24,6.075,9.72
8270,82,4920,1230,0.9225,2.46,4.6125,7.38
8275,66,3960,990,0.7425,1.98,3.7125,5.94
8290,97,5820,1455,1.09125,2.91,5.45625,8.73
8293,115,6900,1725,1.29375,3.45,6.46875,10.35
8302,101,6060,1515,1.13625,3.03,5.68125,9.09
8327,114,6840,1710,1.2825,3.42,6.4125,10.26
8331,112,6720,1680,1.26,3.36,6.3,10.08
8335,92,5520,1380,1.035,2.76,5.175,8.28
8336,100,6000,1500,1.125,3,5.625,9
8338,100,6000,1500,1.125,3,5.625,9
8340,113,6780,1695,1.27125,3.39,6.35625,10.17
8341,116,6960,1740,1.305,3.48,6.525,10.44
8360,93,5580,1395,1.04625,2.79,5.23125,8.37
8362,119,7140,1785,1.33875,3.57,6.69375,10.71
8363,86,5160,1290,0.9675,2.58,4.8375,7.74
8364,108,6480,1620,1.215,3.24,6.075,9.72
8366,92,5520,1380,1.035,2.76,5.175,8.28
8369,106,6360,1590,1.1925,3.18,5.9625,9.54
8370,111,6660,1665,1.24875,3.33,6.24375,9.99
8371,119,7140,1785,1.33875,3.57,6.69375,10.71
8372,80,4800,1200,0.9,2.4,4.5,7.2
8373,93,5580,1395,1.04625,2.79,5.23125,8.37
8375,90,5400,1350,1.0125,2.7,5.0625,8.1
8376,95,5700,1425,1.06875,2.85,5.34375,8.55
8379,118,7080,1770,1.3275,3.54,6.6375,10.62
8380,95,5700,1425,1.06875,2.85,5.34375,8.55
8382,96,5760,1440,1.08,2.88,5.4,8.64
8383,90,5400,1350,1.0125,2.7,5.0625,8.1
8385,107,6420,1605,1.20375,3.21,6.01875,9.63
8387,83,4980,1245,0.93375,2.49,4.66875,7.47
8391,120,7200,1800,1.35,3.6,6.75,10.8
8402,82,4920,1230,0.9225,2.46,4.6125,7.38
8405,90,5400,1350,1.0125,2.7,5.0625,8.1
8410,75,4500,1125,0.84375,2.25,4.21875,6.75
8424,84,5040,1260,0.945,2.52,4.725,7.56
8425,90,5400,1350,1.0125,2.7,5.0625,8.1
8426,92,5520,1380,1.035,2.76,5.175,8.28
8427,86,5160,1290,0.9675,2.58,4.8375,7.74
8446,100,6000,1500,1.125,3,5.625,9
8447,87,5220,1305,0.97875,2.61,4.89375,7.83
8451,101,6060,1515,1.13625,3.03,5.68125,9.09
8454,103,6180,1545,1.15875,3.09,5.79375,9.27
8456,111,6660,1665,1.24875,3.33,6.24375,9.99
8459,115,6900,1725,1.29375,3.45,6.46875,10.35
8462,104,6240,1560,1.17,3.12,5.85,9.36
8463,102,6120,1530,1.1475,3.06,5.7375,9.18
8464,100,6000,1500,1.125,3,5.625,9
8465,107,6420,1605,1.20375,3.21,6.01875,9.63
8477,28,1680,420,0.315,0.84,1.575,2.52
8482,110,6600,1650,1.2375,3.3,6.1875,9.9
8487,112,6720,1680,1.26,3.36,6.3,10.08
8491,114,6840,1710,1.2825,3.42,6.4125,10.26
8492,86,5160,1290,0.9675,2.58,4.8375,7.74
8493,107,6420,1605,1.20375,3.21,6.01875,9.63
8494,102,6120,1530,1.1475,3.06,5.7375,9.18
8495,94,5640,1410,1.0575,2.82,5.2875,8.46
8500,84,5040,1260,0.945,2.52,4.725,7.56
8501,98,5880,1470,1.1025,2.94,5.5125,8.82
8502,107,6420,1605,1.20375,3.21,6.01875,9.63
8506,91,5460,1365,1.02375,2.73,5.11875,8.19
8507,62,3720,930,0.6975,1.86,3.4875,5.58
8511,24,1440,360,0.27,0.72,1.35,2.16
8512,87,5220,1305,0.97875,2.61,4.89375,7.83
8518,89,5340,1335,1.00125,2.67,5.00625,8.01
8521,98,5880,1470,1.1025,2.94,5.5125,8.82
8526,120,7200,1800,1.35,3.6,6.75,10.8
8528,92,5520,1380,1.035,2.76,5.175,8.28
8530,105,6300,1575,1.18125,3.15,5.90625,9.45
8531,109,6540,1635,1.22625,3.27,6.13125,9.81
8532,111,6660,1665,1.24875,3.33,6.24375,9.99
8534,109,6540,1635,1.22625,3.27,6.13125,9.81
8542,111,6660,1665,1.24875,3.33,6.24375,9.99
8571,101,6060,1515,1.13625,3.03,5.68125,9.09
8574,24,1440,360,0.27,0.72,1.35,2.16
8575,90,5400,1350,1.0125,2.7,5.0625,8.1
8577,99,5940,1485,1.11375,2.97,5.56875,8.91
8578,97,5820,1455,1.09125,2.91,5.45625,8.73
8581,97,5820,1455,1.09125,2.91,5.45625,8.73
8587,94,5640,1410,1.0575,2.82,5.2875,8.46
8588,100,6000,1500,1.125,3,5.625,9
8591,102,6120,1530,1.1475,3.06,5.7375,9.18
8593,96,5760,1440,1.08,2.88,5.4,8.64
8596,104,6240,1560,1.17,3.12,5.85,9.36
8600,97,5820,1455,1.09125,2.91,5.45625,8.73
8601,42,2520,630,0.4725,1.26,2.3625,3.78
8604,86,5160,1290,0.9675,2.58,4.8375,7.74
8605,82,4920,1230,0.9225,2.46,4.6125,7.38
8607,93,5580,1395,1.04625,2.79,5.23125,8.37
8609,73,4380,1095,0.82125,2.19,4.10625,6.57
8610,93,5580,1395,1.04625,2.79,5.23125,8.37
8611,97,5820,1455,1.09125,2.91,5.45625,8.73
8614,106,6360,1590,1.1925,3.18,5.9625,9.54
8617,109,6540,1635,1.22625,3.27,6.13125,9.81
8620,94,5640,1410,1.0575,2.82,5.2875,8.46
8623,107,6420,1605,1.20375,3.21,6.01875,9.63
8626,98,5880,1470,1.1025,2.94,5.5125,8.82
8632,92,5520,1380,1.035,2.76,5.175,8.28
8633,101,6060,1515,1.13625,3.03,5.68125,9.09
8638,80,4800,1200,0.9,2.4,4.5,7.2
8641,95,5700,1425,1.06875,2.85,5.34375,8.55
8643,95,5700,1425,1.06875,2.85,5.34375,8.55
8644,115,6900,1725,1.29375,3.45,6.46875,10.35
8645,101,6060,1515,1.13625,3.03,5.68125,9.09
8656,85,5100,1275,0.95625,2.55,4.78125,7.65
8665,108,6480,1620,1.215,3.24,6.075,9.72
8666,104,6240,1560,1.17,3.12,5.85,9.36
8667,96,5760,1440,1.08,2.88,5.4,8.64
8684,101,6060,1515,1.13625,3.03,5.68125,9.09
8685,91,5460,1365,1.02375,2.73,5.11875,8.19
8690,104,6240,1560,1.17,3.12,5.85,9.36
8695,95,5700,1425,1.06875,2.85,5.34375,8.55
8711,94,5640,1410,1.0575,2.82,5.2875,8.46
8712,88,5280,1320,0.99,2.64,4.95,7.92
8713,100,6000,1500,1.125,3,5.625,9
8718,108,6480,1620,1.215,3.24,6.075,9.72
8720,84,5040,1260,0.945,2.52,4.725,7.56
8730,108,6480,1620,1.215,3.24,6.075,9.72
8738,83,4980,1245,0.93375,2.49,4.66875,7.47
8743,108,6480,1620,1.215,3.24,6.075,9.72
8748,119,7140,1785,1.33875,3.57,6.69375,10.71
8753,50,3000,750,0.5625,1.5,2.8125,4.5
8754,116,6960,1740,1.305,3.48,6.525,10.44
8765,81,4860,1215,0.91125,2.43,4.55625,7.29
8771,60,3600,900,0.675,1.8,3.375,5.4
8772,112,6720,1680,1.26,3.36,6.3,10.08
8773,68,4080,1020,0.765,2.04,3.825,6.12
8774,68,4080,1020,0.765,2.04,3.825,6.12
8778,72,4320,1080,0.81,2.16,4.05,6.48
8782,95,5700,1425,1.06875,2.85,5.34375,8.55
8783,108,6480,1620,1.215,3.24,6.075,9.72
8784,102,6120,1530,1.1475,3.06,5.7375,9.18
8795,86,5160,1290,0.9675,2.58,4.8375,7.74
8796,99,5940,1485,1.11375,2.97,5.56875,8.91
8798,120,7200,1800,1.35,3.6,6.75,10.8
8799,111,6660,1665,1.24875,3.33,6.24375,9.99
8800,93,5580,1395,1.04625,2.79,5.23125,8.37
8804,108,6480,1620,1.215,3.24,6.075,9.72
8807,88,5280,1320,0.99,2.64,4.95,7.92
8808,113,6780,1695,1.27125,3.39,6.35625,10.17
8809,100,6000,1500,1.125,3,5.625,9
8810,101,6060,1515,1.13625,3.03,5.68125,9.09
8813,101,6060,1515,1.13625,3.03,5.68125,9.09
8814,95,5700,1425,1.06875,2.85,5.34375,8.55
8815,114,6840,1710,1.2825,3.42,6.4125,10.26
8827,105,6300,1575,1.18125,3.15,5.90625,9.45
8830,96,5760,1440,1.08,2.88,5.4,8.64
8831,99,5940,1485,1.11375,2.97,5.56875,8.91
8832,114,6840,1710,1.2825,3.42,6.4125,10.26
8835,84,5040,1260,0.945,2.52,4.725,7.56
8836,114,6840,1710,1.2825,3.42,6.4125,10.26
8838,112,6720,1680,1.26,3.36,6.3,10.08
8840,90,5400,1350,1.0125,2.7,5.0625,8.1
8844,112,6720,1680,1.26,3.36,6.3,10.08
8848,103,6180,1545,1.15875,3.09,5.79375,9.27
8860,94,5640,1410,1.0575,2.82,5.2875,8.46
8861,94,5640,1410,1.0575,2.82,5.2875,8.46
8864,104,6240,1560,1.17,3.12,5.85,9.36
8865,107,6420,1605,1.20375,3.21,6.01875,9.63
8866,98,5880,1470,1.1025,2.94,5.5125,8.82
8869,105,6300,1575,1.18125,3.15,5.90625,9.45
8870,91,5460,1365,1.02375,2.73,5.11875,8.19
8874,99,5940,1485,1.11375,2.97,5.56875,8.91
8875,96,5760,1440,1.08,2.88,5.4,8.64
8880,120,7200,1800,1.35,3.6,6.75,10.8
8894,92,5520,1380,1.035,2.76,5.175,8.28
8906,95,5700,1425,1.06875,2.85,5.34375,8.55
8907,90,5400,1350,1.0125,2.7,5.0625,8.1
8908,115,6900,1725,1.29375,3.45,6.46875,10.35
8910,106,6360,1590,1.1925,3.18,5.9625,9.54
8911,103,6180,1545,1.15875,3.09,5.79375,9.27
8912,97,5820,1455,1.09125,2.91,5.45625,8.73
8914,77,4620,1155,0.86625,2.31,4.33125,6.93
8915,106,6360,1590,1.1925,3.18,5.9625,9.54
8916,107,6420,1605,1.20375,3.21,6.01875,9.63
8917,98,5880,1470,1.1025,2.94,5.5125,8.82
8918,91,5460,1365,1.02375,2.73,5.11875,8.19
8919,97,5820,1455,1.09125,2.91,5.45625,8.73
8920,104,6240,1560,1.17,3.12,5.85,9.36
8921,117,7020,1755,1.31625,3.51,6.58125,10.53
8928,108,6480,1620,1.215,3.24,6.075,9.72
8933,101,6060,1515,1.13625,3.03,5.68125,9.09
8934,72,4320,1080,0.81,2.16,4.05,6.48
8937,118,7080,1770,1.3275,3.54,6.6375,10.62
8938,91,5460,1365,1.02375,2.73,5.11875,8.19
8939,95,5700,1425,1.06875,2.85,5.34375,8.55
8943,104,6240,1560,1.17,3.12,5.85,9.36
8946,91,5460,1365,1.02375,2.73,5.11875,8.19
8947,92,5520,1380,1.035,2.76,5.175,8.28
8948,103,6180,1545,1.15875,3.09,5.79375,9.27
8950,101,6060,1515,1.13625,3.03,5.68125,9.09
8951,117,7020,1755,1.31625,3.51,6.58125,10.53
8952,109,6540,1635,1.22625,3.27,6.13125,9.81
8954,103,6180,1545,1.15875,3.09,5.79375,9.27
8955,104,6240,1560,1.17,3.12,5.85,9.36
8957,103,6180,1545,1.15875,3.09,5.79375,9.27
8959,100,6000,1500,1.125,3,5.625,9
8961,115,6900,1725,1.29375,3.45,6.46875,10.35
8964,111,6660,1665,1.24875,3.33,6.24375,9.99
8965,100,6000,1500,1.125,3,5.625,9
8966,118,7080,1770,1.3275,3.54,6.6375,10.62
8967,87,5220,1305,0.97875,2.61,4.89375,7.83
